customerID;gender;Country;State;City;ZipCode;LatLong;SeniorCitizen;Partner;Dependents;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Churn;ChurnReason
2273-QCKXA;Male;United States;California;Culver City;90232;34.019323, -118.391902;0;No;No;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;No;
2274-XUATA;Male;United States;California;Earp;92242;34.137742, -114.36514;1;Yes;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
2275-RBYQS;Female;United States;California;Sun City;92587;33.69887, -117.25071;0;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;No;
2276-YDAVZ;Female;United States;California;Wofford Heights;93285;35.690535, -118.552784;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);Yes;Competitor offered higher download speeds
2277-AXSDC;Female;United States;California;El Centro;92243;32.770393, -115.60915;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
2277-BKJKN;Female;United States;California;Camptonville;95922;39.432127, -121.099287;1;Yes;No;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;No;
2277-DJJDL;Male;United States;California;La Grange;95329;37.666587, -120.411517;1;Yes;No;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2277-VWCNI;Female;United States;California;Brookdale;95007;37.106902, -122.100006;1;No;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;No;
2279-AXJJK;Male;United States;California;Cazadero;95421;38.578807, -123.19338;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);No;
2282-YGNOR;Female;United States;California;Monterey Park;91754;34.050322, -118.147037;0;No;No;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);No;
2284-VFLKH;Male;United States;California;Clipper Mills;95930;39.562239, -121.14836;0;Yes;No;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);No;
2292-XQWSV;Male;United States;California;Temple City;91780;34.101608, -118.055848;0;Yes;Yes;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;No;
2293-IJWPS;Female;United States;California;Piercy;95587;39.955587, -123.681175;0;Yes;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);No;
2294-DMMUS;Female;United States;California;Patterson;95363;37.410236, -121.320337;0;Yes;Yes;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);No;
2294-SALNE;Male;United States;California;Chula Vista;91910;32.636792, -117.054989;0;Yes;Yes;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;No;Mailed check;No;
2296-DKZFP;Female;United States;California;San Francisco;94118;37.781304, -122.461522;0;Yes;No;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);No;
2300-RQGOI;Female;United States;California;Needles;92363;34.711224, -114.702256;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
2302-ANTDP;Female;United States;California;Hat Creek;96040;40.789799, -121.474529;1;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;Yes;Competitor offered more data
2302-OUZXB;Male;United States;California;Ventura;93001;34.360261, -119.306383;0;Yes;No;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);No;
2303-PJYHN;Female;United States;California;Los Angeles;90015;34.039224, -118.266293;0;Yes;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);No;
2305-MRGLV;Male;United States;California;Klamath River;96050;41.816595, -122.948287;0;Yes;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);No;
2307-FYNNL;Male;United States;California;La Mirada;90638;33.902045, -118.008961;1;No;No;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;No;
2308-STERM;Female;United States;California;Armona;93202;36.315979, -119.710852;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
2309-OSFEU;Male;United States;California;Smith River;95567;41.950683, -124.097094;0;No;No;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;Yes;Lack of self-service on Website
2311-QYMUQ;Female;United States;California;San Joaquin;93660;36.600193, -120.153393;0;Yes;Yes;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);Yes;Attitude of support person
2314-TNDJQ;Female;United States;California;Oceanside;92056;33.194742, -117.29032;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);No;
2316-ESMLS;Female;United States;California;Fresno;93726;36.793601, -119.761131;0;Yes;Yes;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);No;
2320-JRSDE;Female;United States;California;Richgrove;93261;35.809921, -119.127437;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;Yes;Attitude of service provider
2320-SLKMB;Female;United States;California;Baker;92309;35.28952, -116.092214;0;No;No;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);No;
2320-TZRRH;Female;United States;California;Three Rivers;93271;36.413433, -118.854708;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
2320-YKQBO;Female;United States;California;Grenada;96038;41.599978, -122.539381;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
2321-OMBXY;Female;United States;California;Carlsbad;92009;33.098018, -117.258203;0;Yes;Yes;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);Yes;Limited range of services
2322-VCZHZ;Male;United States;California;El Portal;95318;37.654551, -119.822984;1;Yes;No;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;No;
2323-ARSVR;Male;United States;California;Milpitas;95035;37.441931, -121.878502;0;Yes;No;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;No;
2324-AALNO;Female;United States;California;Porterville;93257;36.008958, -118.891593;0;No;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
2324-EFHVG;Male;United States;California;Oakland;94609;37.834341, -122.26437;0;No;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
2325-NBPZG;Female;United States;California;Novato;94949;38.067204, -122.524004;0;No;No;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;No;
2325-WINES;Female;United States;California;Littlerock;93543;34.505273, -117.955054;0;No;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);No;
2325-ZUSFD;Female;United States;California;Irvine;92602;33.720359, -117.733655;0;Yes;Yes;Yes;No;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);Yes;Network reliability
2330-PQGDQ;Male;United States;California;Gualala;95445;38.848082, -123.50608;0;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);No;
2332-EFBJY;Male;United States;California;Sherman Oaks;91403;34.147149, -118.463365;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;Yes;Lack of self-service on Website
2332-TODQS;Female;United States;California;Garden Grove;92845;33.782955, -118.026456;0;No;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);No;
2333-KWEWW;Male;United States;California;Fresno;93721;36.732694, -119.783786;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
2335-GSODA;Male;United States;California;Camino;95709;38.748316, -120.675512;0;No;Yes;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;No;
2338-BQEZT;Female;United States;California;San Carlos;94070;37.497915, -122.267361;0;No;No;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);No;
2342-CKIAO;Female;United States;California;Eagleville;96110;41.280341, -120.150381;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
2344-JMOGN;Male;United States;California;Buttonwillow;93206;35.451402, -119.488413;0;Yes;No;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;Yes;Don't know
2346-CZYIL;Male;United States;California;Beverly Hills;90211;34.063947, -118.383001;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
2346-DJQTB;Female;United States;California;Fairfax;94930;37.971751, -122.611873;0;No;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;No;
2346-LOCWC;Female;United States;California;Arbuckle;95912;38.982373, -122.047751;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);No;
2347-WKKAE;Male;United States;California;Penryn;95663;38.859093, -121.182872;0;Yes;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;No;
2348-KCJLT;Female;United States;California;Los Alamitos;90720;33.79499, -118.065591;0;Yes;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check;No;
2351-BKRZW;Female;United States;California;Gilroy;95020;37.03889, -121.528955;0;Yes;Yes;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);No;
2351-RRBUE;Female;United States;California;Tulelake;96134;41.813521, -121.492666;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;No;
2357-COQEK;Female;United States;California;Atherton;94027;37.454924, -122.203168;1;No;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor made better offer
2359-KLTEK;Female;United States;California;Lookout;96054;41.280478, -121.160249;0;Yes;Yes;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);No;
2359-KMGLI;Male;United States;California;Running Springs;92382;34.186211, -117.07683;0;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Competitor had better devices
2359-QWQUL;Female;United States;California;Los Angeles;90058;34.001617, -118.222274;0;Yes;No;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);Yes;Competitor made better offer
2360-RDGRO;Male;United States;California;Sutter;95982;39.172777, -121.805845;0;Yes;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2361-FJWNO;Male;United States;California;Rancho Cucamonga;91737;34.245289, -117.642503;0;No;No;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic);No;
2361-UPSND;Female;United States;California;Herlong;96113;40.198234, -120.18089;0;Yes;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;One year;No;Mailed check;No;
2362-IBOOY;Male;United States;California;Winterhaven;92283;32.852947, -114.850784;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Competitor offered higher download speeds
2363-BJLSL;Male;United States;California;Bonita;91902;32.67117, -117.00232;0;No;No;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);No;
2364-UFROM;Male;United States;California;San Diego;92123;32.808814, -117.134694;0;No;No;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Electronic check;No;
2368-GAKKQ;Female;United States;California;Sylmar;91342;34.321621, -118.399841;0;No;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
2369-FEVNO;Male;United States;California;Long Beach;90806;33.802664, -118.179971;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;No;
2369-UAPKZ;Male;United States;California;Meadow Vista;95722;39.003358, -121.022539;0;No;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;Yes;Moved
2371-JQHZZ;Male;United States;California;Bakersfield;93307;35.280113, -118.962329;0;Yes;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2371-JUNGC;Male;United States;California;Cupertino;95014;37.306612, -122.080621;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
2371-KFUOG;Male;United States;California;Escondido;92025;33.081478, -117.033814;0;No;No;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);No;
2372-HWUHI;Male;United States;California;Lakewood;90712;33.840524, -118.148403;0;No;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;Yes;Don't know
2373-NTKOD;Male;United States;California;Rancho Cordova;95670;38.602723, -121.279913;0;No;No;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2378-HTWFW;Male;United States;California;Newman;95360;37.343846, -121.039391;1;No;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);No;
2378-VTKDH;Male;United States;California;Woodland;95695;38.71967, -121.862416;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2378-YIZKA;Female;United States;California;Weed;96094;41.465121, -122.380947;0;Yes;Yes;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);No;
2379-ENZGV;Male;United States;California;Bloomington;92316;34.059722, -117.39104;0;No;No;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Competitor made better offer
2379-GYFLQ;Male;United States;California;Oceanside;92056;33.194742, -117.29032;0;No;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);No;
2380-DAMQP;Female;United States;California;La Palma;90623;33.850504, -118.039892;0;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;No;
2382-BCKQJ;Female;United States;California;Big Sur;93920;36.092975, -121.549826;0;No;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;Yes;Competitor offered higher download speeds
2384-OVPSA;Female;United States;California;Caruthers;93609;36.5276, -119.865999;1;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
2386-LAHRK;Male;United States;California;Weimar;95736;39.00978, -120.978273;0;No;No;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;Yes;Product dissatisfaction
2386-OWURY;Female;United States;California;Yucaipa;92399;34.04597, -117.011825;0;No;No;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2387-KDZQY;Male;United States;California;Weaverville;96093;40.759401, -122.939337;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;No;
2388-LAESQ;Female;United States;California;Manchester;95459;38.966713, -123.586412;1;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
2391-IPLOP;Male;United States;California;Corcoran;93212;36.04533, -119.532424;0;Yes;Yes;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;No;
2391-SOORI;Male;United States;California;Big Bear City;92314;34.278967, -116.773825;0;No;Yes;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;Yes;Lack of self-service on Website
2393-DIVAI;Female;United States;California;Brea;92821;33.930199, -117.862898;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;No;
2397-BRLOM;Male;United States;California;San Rafael;94901;37.972662, -122.491452;1;Yes;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);Yes;Don't know
2398-YPMUR;Female;United States;California;Dinuba;93618;36.523619, -119.386868;1;Yes;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Don't know
2400-FEQME;Male;United States;California;Grenada;96038;41.599978, -122.539381;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;No;
2400-XIWIO;Female;United States;California;Lucerne;95458;39.141934, -122.770679;0;Yes;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;No;
2402-TAIRZ;Female;United States;California;Los Angeles;90012;34.065875, -118.238728;0;No;No;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;No;
2403-BCASL;Male;United States;California;Santa Ana;92705;33.766004, -117.786763;1;Yes;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;Yes;Don't know
2404-JIBFC;Female;United States;California;Anaheim;92804;33.818, -117.974404;0;Yes;Yes;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);No;
2405-LBMUW;Female;United States;California;Oceanside;92057;33.254497, -117.285879;0;Yes;Yes;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);No;
2408-PSJVE;Male;United States;California;Chino Hills;91709;33.942895, -117.725644;0;Yes;Yes;Yes;No;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;No;
2408-TZMJL;Male;United States;California;Gualala;95445;38.848082, -123.50608;0;Yes;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;Yes;Network reliability
2408-WITXK;Female;United States;California;San Jose;95110;37.34667, -121.910019;1;No;No;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Deceased
2410-CIYFZ;Male;United States;California;Woodland;95776;38.694081, -121.694431;0;No;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
2418-TPEUN;Female;United States;California;Topanga;90290;34.115192, -118.61017;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);No;
2419-FSORS;Male;United States;California;Salinas;93906;36.722898, -121.633648;0;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;No;
2424-WVHPL;Male;United States;California;Redondo Beach;90278;33.873395, -118.37019;1;No;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;No;
2428-HYUNX;Male;United States;California;San Francisco;94109;37.794487, -122.42227;1;Yes;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);No;
2428-ZMCTB;Male;United States;California;Mountain View;94040;37.380662, -122.086022;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);No;
2429-AYKKO;Male;United States;California;Redding;96003;40.677649, -122.29467;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);No;
2430-RRYUW;Male;United States;California;Tecate;91980;32.587557, -116.636816;0;No;No;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Mailed check;No;
2430-USGXP;Male;United States;California;Santa Fe Springs;90670;33.933565, -118.062611;0;Yes;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Lack of affordable download/upload speed
2432-TFSMK;Male;United States;California;Sebastopol;95472;38.398815, -122.861923;0;No;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);No;
2433-KMEAS;Male;United States;California;Dublin;94568;37.713926, -121.928425;0;No;No;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Don't know
2434-EEVDB;Female;United States;California;California City;93505;35.151491, -117.927597;0;Yes;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);No;
2436-QBZFP;Female;United States;California;Yreka;96097;41.764869, -122.671316;0;Yes;Yes;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;No;
2439-LYPMQ;Male;United States;California;Milford;96121;40.181279, -120.392967;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2439-QKJUL;Male;United States;California;Saratoga;95070;37.257772, -122.051824;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;No;
2446-BEGGB;Female;United States;California;Eldridge;95431;38.348884, -122.51699;1;No;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Attitude of support person
2446-PLQVO;Male;United States;California;Santa Clarita;91350;34.502432, -118.41459;0;No;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;Yes;Don't know
2446-ZKVAF;Male;United States;California;Stockton;95207;38.002125, -121.324979;0;Yes;No;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);No;
2450-ZKEED;Female;United States;California;Mammoth Lakes;93546;37.550074, -118.837167;0;No;No;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;No;Bank transfer (automatic);No;
2451-YMUXS;Male;United States;California;Vista;92084;33.22784, -117.200024;1;No;No;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);No;
2452-KDRRH;Male;United States;California;Mi Wuk Village;95346;38.121601, -120.133915;1;No;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);No;
2452-MRMZF;Female;United States;California;Inglewood;90303;33.936291, -118.332639;1;Yes;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);No;
2452-SNHFZ;Female;United States;California;Elk Creek;95939;39.53222, -122.594879;0;No;No;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);No;
2453-SAFNS;Female;United States;California;Likely;96116;41.266008, -120.490731;1;No;No;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;No;Mailed check;No;
2454-RPBRZ;Female;United States;California;Catheys Valley;95306;37.394411, -120.127262;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Service dissatisfaction
2455-USLMV;Female;United States;California;Redlands;92373;34.003243, -117.138286;0;No;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);No;
2458-EOMRE;Female;United States;California;Mc Farland;93250;35.666886, -119.186717;0;No;No;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);No;
2460-FPSYH;Female;United States;California;Exeter;93221;36.301689, -119.018233;1;No;No;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;Yes;Attitude of support person
2460-NGXBJ;Male;United States;California;Stockton;95206;37.902422, -121.440029;1;Yes;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);No;
2462-XIIJB;Male;United States;California;Miranda;95553;40.210895, -123.86;0;No;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;Yes;Competitor offered more data
2465-BLLEU;Male;United States;California;Salinas;93906;36.722898, -121.633648;0;No;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;No;
2466-FCCPT;Female;United States;California;North Fork;93643;37.244307, -119.470256;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);No;
2466-NEJOJ;Male;United States;California;Bodega;94922;38.343282, -122.9755;0;Yes;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);No;
2468-SJFLM;Male;United States;California;Biggs;95917;39.457388, -121.818201;0;No;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;No;
2469-DTSGX;Female;United States;California;Somis;93066;34.297628, -119.014627;1;No;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;No;
2472-OVKUP;Male;United States;California;Canoga Park;91304;34.224377, -118.632656;0;Yes;No;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;Yes;Service dissatisfaction
2474-BRUCM;Male;United States;California;Redding;96002;40.527834, -122.318749;1;Yes;No;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;Yes;Don't know
2474-LCNUE;Female;United States;California;Sunset Beach;90742;33.719221, -118.073596;0;Yes;No;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);No;
2475-MROZF;Male;United States;California;Murrieta;92562;33.548869, -117.334165;0;No;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);No;
2476-YGEFM;Female;United States;California;Clovis;93611;36.917652, -119.593757;0;No;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);No;
2478-EEWWM;Male;United States;California;Glenn;95943;39.597975, -122.032248;0;Yes;No;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;No;
2479-BRAMR;Male;United States;California;Murphys;95247;38.147852, -120.440124;1;Yes;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);Yes;Competitor offered more data
2480-EJWYP;Female;United States;California;Roseville;95747;38.784329, -121.373245;1;Yes;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);No;
